,equity
1755662400000,-0.007683095938659082
1755676800000,-0.032287859067748205
1755691200000,-0.0800863486778561
1755705600000,-0.011742373009871285
1755720000000,0.008733755996206818
1755734400000,-0.004658058739704476
1755748800000,-0.03939481129475839
1755763200000,-0.014730586826044154
1755777600000,0.013023331189775937
1755792000000,0.01926576960068667
1755806400000,0.016893945514987584
1755820800000,0.027791131609524775
1755835200000,0.014232134216413905
1755849600000,0.017955062046473194
1755864000000,0.057274473630633205
1755878400000,0.06660434891139472
1755892800000,0.07677303769630181
1755907200000,0.06699620485428628
1755921600000,0.10631598556774002
1755936000000,0.10349913853853086
1755950400000,0.1054962074474299
1755964800000,0.10644382475610097
1755979200000,0.10602083211309841
1755993600000,0.12013358940709892
1756008000000,0.12013358940709892
1756022400000,0.12013358940709892
1756036800000,0.12013358940709892
1756051200000,0.12013358940709892
1756065600000,0.12013358940709892
1756080000000,0.12013358940709892
1756094400000,0.12013358940709892
1756108800000,0.12013358940709892
1756123200000,0.12013358940709892
1756137600000,0.12013358940709892
1756152000000,0.12013358940709892
1756166400000,0.12013358940709892
1756180800000,0.12013358940709892
1756195200000,0.12013358940709892
1756209600000,0.12013358940709892
1756224000000,0.12013358940709892
1756238400000,0.12013358940709892
1756252800000,0.12013358940709892
1756267200000,0.12013358940709892
1756281600000,0.12013358940709892
1756296000000,0.12013358940709892
1756310400000,0.12013358940709892
1756324800000,0.12013358940709892
1756339200000,0.12013358940709892
1756353600000,0.12013358940709892
1756368000000,0.12013358940709892
1756382400000,0.12013358940709892
1756396800000,0.12013358940709892
1756411200000,0.12013358940709892
1756425600000,0.12013358940709892
1756440000000,0.12013358940709892
1756454400000,0.12013358940709892
1756468800000,0.12013358940709892
1756483200000,0.12013358940709892
1756497600000,0.12013358940709892
1756512000000,0.12013358940709892
1756526400000,0.12013358940709892
1756540800000,0.12013358940709892
1756555200000,0.12013358940709892
1756569600000,0.12013358940709892
1756584000000,0.12013358940709892
1756598400000,0.12013358940709892
1756612800000,0.12013358940709892
1756627200000,0.12013358940709892
1756641600000,0.12013358940709892
1756656000000,0.12013358940709892
1756670400000,0.12013358940709892
1756684800000,0.12013358940709892
1756699200000,0.12013358940709892
1756713600000,0.12013358940709892
1756728000000,0.12013358940709892
1756742400000,0.12013358940709892
1756756800000,0.12013358940709892
1756771200000,0.12013358940709892
1756785600000,0.12013358940709892
1756800000000,0.12013358940709892
1756814400000,0.12013358940709892
1756828800000,0.12013358940709892
1756843200000,0.12013358940709892
1756857600000,0.12013358940709892
1756872000000,0.12013358940709892
1756886400000,0.12013358940709892
1756900800000,0.12013358940709892
1756915200000,0.12013358940709892
1756929600000,0.12013358940709892
1756944000000,0.12013358940709892
1756958400000,0.12013358940709892
1756972800000,0.12013358940709892
1756987200000,0.12013358940709892
1757001600000,0.12013358940709892
1757016000000,0.12013358940709892
1757030400000,0.12013358940709892
1757044800000,0.12013358940709892
1757059200000,0.12013358940709892
1757073600000,0.12013358940709892
1757088000000,0.12013358940709892
1757102400000,0.12013358940709892
1757116800000,0.12013358940709892
1757131200000,0.12013358940709892
1757145600000,0.12013358940709892
1757160000000,0.12013358940709892
1757174400000,0.12013358940709892
1757188800000,0.12013358940709892
1757203200000,0.12013358940709892
1757217600000,0.12013358940709892
1757232000000,0.12013358940709892
1757246400000,0.12013358940709892
1757260800000,0.12013358940709892
1757275200000,0.12013358940709892
1757289600000,0.12013358940709892
1757304000000,0.12013358940709892
1757318400000,0.12013358940709892
1757332800000,0.12013358940709892
1757347200000,0.12013358940709892
1757361600000,0.12013358940709892
1757376000000,0.12013358940709892
1757390400000,0.12013358940709892
1757404800000,0.12013358940709892
1757419200000,0.12013358940709892
1757433600000,0.12013358940709892
1757448000000,0.12013358940709892
1757462400000,0.12013358940709892
1757476800000,0.12013358940709892
1757491200000,0.12013358940709892
1757505600000,0.12013358940709892
1757520000000,0.12013358940709892
